Stock,YesterdayClose,Open,Bid,Offer,Price,percentChange,Low,High,52Low,52High,BandLow,BandHigh,BuyQuantity,Selld Quantity
axisbank,"820.15","820.10","0.00 (0)","801.20 (2117)","801.20",,,"823.10",,,"738.15","902.15"
centurytextilesindustries,"982.75","980.00","954.00 (1)","958.00 (50)","958.00",,,"986.95",,,"884.50","1,081.00","1500","1627"
centurytextilesindustries,,,,,,,,,,,,
indiabullsventures,"292.85","297.00","281.10 (691)","281.95 (98)","286.05",,,"297.00",,,"234.30","351.40","19.3 K","20.15 K"
indiabullsventures,"293.45","294.00","0.00 (0)","286.75 (11529)","286.75",,,"296.90",,,"234.80","352.10"
mphasis,,,,,,,,,,,,,,
mphasis,"979.55","977.00","0.00 (0)","957.95 (2659)","957.95",,,"977.00",,,"783.65","1,175.45"
acc,,,,,,,,,,,,,,
acc,,,,,,,,,,,,
mahindramahindrafinancialservices,"422.70","419.80","412.00 (30)","413.00 (450)","413.05",,,"420.70",,,"380.45","464.95","4902","4797"
mahindramahindrafinancialservices,"423.15","422.10","0.00 (0)","414.00 (1271)","414.00",,,"422.10",,,"380.85","465.45"
sunpharmaadvancedresearchcompany,"136.35","135.25","132.10 (25)","133.00 (20)","133.20",,,"135.80",,,"109.10","163.60","11.3 K","2021"
sunpharmaadvancedresearchcompany,"136.30","137.35","0.00 (0)","133.40 (6198)","133.40",,,"137.35",,,"109.05","163.55"
marico,"377.10","377.10","368.00 (1)","370.00 (500)","369.40",,,"377.90",,,"339.40","414.80","3763","3158"
marico,"377.05","376.10","0.00 (0)","369.05 (946)","369.05",,,"378.50",,,"339.35","414.75"
daburindia,"408.55","407.75","400.30 (20)","400.95 (70)","400.95",,,"408.45",,,"367.70","449.40","3753","10.3 K"
daburindia,"409.05","408.00","0.00 (0)","400.55 (814)","400.55",,,"408.90",,,"368.15","449.95"
rblbank,,,,,,,,,,,,,,
rblbank,"639.15","640.95","625.90 (178)","0.00 (0)","625.90",,,"640.95",,,"575.25","703.05"
steelauthorityindia,"51.45","51.60","50.05 (2,480)","50.20 (371)","50.40",,,"51.90",,,"46.35","56.55","22.66 K","80.36 K"
steelauthorityindia,"51.45","51.45","0.00 (0)","50.40 (91191)","50.40",,,"51.90",,,"46.35","56.55"
kotakmahindrabank,"1505.45","1502.00","1469.00 (10)","1473.80 (71)","1473.80",,,"1505.00",,,"1,354.95","1,655.95","2857","2723"
kotakmahindrabank,"1504.00","1504.05","0.00 (0)","1473.85 (729)","1473.85",,,"1504.05",,,"1,353.60","1,654.40"
ajantapharma,"980.90","976.10","953.00 (1)","959.80 (10)","959.80",,,"976.10",,,"882.85","1,078.95","2252","466"
ajantapharma,"979.55","970.60","0.00 (0)","960.30 (194)","960.30",,,"975.00",,,"881.60","1,077.50"
eichermotors,"20123.00","20041.05","19779.15 (7)","19779.15 (1)","19779.15",,,"20118.45",,,"18,110.70","22,135.30","265","97"
eichermotors,"20162.05","20000.00","0.00 (0)","19767.05 (216)","19767.05",,,"20149.95",,,"18,145.85","22,178.25"
tatamotors,"167.40","167.40","163.20 (100)","163.80 (496)","164.10",,,"167.65",,,"150.70","184.10","24.11 K","24.24 K"
tatamotors,"167.40","167.50","0.00 (0)","164.20 (20394)","164.20",,,"167.50",,,"150.70","184.10"
tvsmotorcompany,"471.50","470.15","463.65 (5)","463.65 (95)","463.65",,,"470.65",,,"424.35","518.65","3130","1770"
tvsmotorcompany,"472.30","471.00","0.00 (0)","463.60 (276)","463.60",,,"472.00",,,"425.10","519.50"
godrejindustries,,,,,,,,,,,,,,
godrejindustries,"471.50","474.80","0.00 (0)","462.85 (430)","462.85",,,"474.80",,,"424.35","518.65"
interglobeaviation,"1673.25","1694.00","1641.00 (10)","1643.40 (10)","1645.45",,,"1694.00",,,"1,505.95","1,840.55","3368","4664"
interglobeaviation,"1676.15","1685.00","0.00 (0)","1645.90 (419)","1645.90",,,"1686.60",,,"1,508.55","1,843.75"
apollotyres,"187.60","188.50","184.10 (505)","185.40 (1,860)","185.40",,,"188.50",,,"168.85","206.35","4009","3476"
apollotyres,,,,,,,,,,,,
yesbank,,,,,,,,,,,,,,
yesbank,,,,,,,,,,,,
bajajauto,"2925.80","2930.60","2865.00 (7)","2870.30 (659)","2870.30",,,"2930.60",,,"2,633.25","3,218.35","1731","3318"
bajajauto,"2922.65","2927.00","0.00 (0)","2872.55 (1628)","2872.55",,,"2935.00",,,"2,630.40","3,214.90"
gmrinfrastructure,"15.05","15.00","14.70 (35,000)","14.80 (14,779)","14.80",,,"15.10",,,"13.55","16.55","1.78 L","43.78 K"
gmrinfrastructure,"15.05","15.10","0.00 (0)","14.80 (212353)","14.80",,,"15.10",,,"13.55","16.55"
adityabirlafashionretail,,,,,,,,,,,,,,
adityabirlafashionretail,"213.90","212.00","0.00 (0)","210.40 (1458)","210.40",,,"216.00",,,"171.15","256.65"
colgatepalmolive(india),"1177.00","1189.00","1154.60 (10)","1160.80 (58)","1160.80",,,"1189.50",,,"1,059.30","1,294.70","3437","1640"
colgatepalmolive(india),"1179.10","1182.00","0.00 (0)","1159.95 (509)","1159.95",,,"1189.90",,,"1,061.20","1,297.00"
bankofbaroda,"120.85","121.00","118.10 (4,305)","118.35 (95)","119.00",,,"121.75",,,"108.80","132.90","1.31 L","24.02 K"
bankofbaroda,"121.05","121.30","0.00 (0)","119.10 (106589)","119.10",,,"121.85",,,"108.95","133.15"
cipla,"562.80","562.80","555.05 (100)","562.00 (2)","555.90",,,"563.90",,,"506.55","619.05","1847","5726"
cipla,"564.60","560.15","555.60 (56)","0.00 (0)","555.60",,,"564.45",,,"508.15","621.05"
ntpc,,,,,,,,,,,,,,
ntpc,"134.90","134.95","0.00 (0)","132.75 (176)","132.75",,,"135.50",,,"121.45","148.35"
divislaboratories,"1546.00","1547.00","1526.90 (869)","1524.00 (10)","1526.90",,,"1547.00",,,"1,391.40","1,700.60","3386","299"
divislaboratories,"1546.55","1542.00","1522.30 (5051)","0.00 (0)","1522.30",,,"1550.00",,,"1,391.90","1,701.20"
jubilantfoodworks,"1324.95","1328.85","1306.60 (1)","1306.60 (3)","1306.60",,,"1343.25",,,"1,192.50","1,457.40","1195","2846"
jubilantfoodworks,"1326.35","1321.00","1305.50 (105)","0.00 (0)","1305.50",,,"1343.95",,,"1,193.75","1,458.95"
pnbhousingfinance,"803.00","804.25","790.10 (200)","792.60 (4)","790.10",,,"808.90",,,"642.40","963.60","2321","1649"
pnbhousingfinance,"805.35","809.90","792.75 (156)","0.00 (0)","792.75",,,"809.90",,,"644.30","966.40"
avantifeeds,"355.45","357.75","348.35 (17)","349.50 (10)","350.75",,,"359.00",,,"284.40","426.50","4570","1814"
avantifeeds,"355.65","355.95","0.00 (0)","350.25 (14194)","350.25",,,"359.90",,,"284.55","426.75"
ultratechcement,,,,,,,,,,,,,,
ultratechcement,,,,,,,,,,,,
jubilantlifesciences,"477.90","477.00","471.00 (676)","471.50 (123)","471.50",,,"479.40",,,"382.35","573.45","3981","520"
jubilantlifesciences,"478.95","475.70","471.80 (17)","0.00 (0)","471.80",,,"479.35",,,"383.20","574.70"
bandhanbank,"545.40","540.00","536.05 (200)","536.90 (100)","536.90",,,"540.00",,,"436.35","654.45","5798","1742"
bandhanbank,,,,,,,,,,,,
nbcc(india),"58.95","59.00","58.05 (39)","58.00 (11)","58.05",,,"59.05",,,"53.10","64.80","14.78 K","21.89 K"
nbcc(india),"58.95","59.00","0.00 (0)","58.10 (23843)","58.10",,,"59.20",,,"53.10","64.80"
shreecements,,,,,,,,,,,,,,
shreecements,,,,,,,,,,,,
voltas,"613.35","614.00","604.50 (50)","606.00 (50)","605.10",,,"615.15",,,"552.05","674.65","2274","14.41 K"
voltas,"613.65","613.65","0.00 (0)","605.00 (226)","605.00",,,"615.00",,,"552.30","675.00"
castrolindia,"143.95","145.40","142.25 (100)","142.95 (1)","142.25",,,"145.40",,,"129.60","158.30","8032","3670"
castrolindia,"144.05","144.25","142.05 (445)","0.00 (0)","142.05",,,"144.75",,,"33.25","36.75"
siemens,"1271.85","1271.00","1246.00 (1)","1251.80 (23)","1251.80",,,"1276.40",,,"1,144.70","1,399.00","3729","1889"
siemens,"1271.00","1266.00","0.00 (0)","1253.90 (700)","1253.90",,,"1279.90",,,"1,143.90","1,398.10"
quesscorp,"619.60","624.00","614.40 (2)","618.90 (20)","614.40",,,"634.95",,,"495.70","743.50","2870","170"
quesscorp,"621.95","626.00","0.00 (0)","613.85 (253)","613.85",,,"632.90",,,"497.60","746.30"
heromotocorp,"2707.70","2691.00","2661.00 (7)","2673.20 (43)","2673.20",,,"2712.35",,,"2,436.95","2,978.45","1011","1048"
heromotocorp,"2705.10","2700.00","0.00 (0)","2670.30 (332)","2670.30",,,"2719.50",,,"2,434.60","2,975.60"
hindustanzinc,"240.35","239.45","237.25 (11)","237.25 (89)","237.25",,"236.60","241.20","236.60",,"216.35","264.35","4391","3982"
hindustanzinc,"239.85","240.80","236.75 (212)","0.00 (0)","236.75",,"236.10","241.20","236.10",,"215.90","263.80"
ltfinanceholdings,"122.05","121.80","120.00 (1,186)","120.60 (330)","120.60",,,"123.00",,,"109.85","134.25","26.74 K","18.88 K"
ltfinanceholdings,"122.00","122.80","0.00 (0)","120.45 (9592)","120.45",,,"123.00",,,"109.80","134.20"
hcltechnologies,"1101.05","1100.05","1081.80 (4)","1085.40 (1)","1085.40",,,"1102.35",,,"990.95","1,211.15","2864","4345"
hcltechnologies,"1100.90","1093.10","0.00 (0)","1087.00 (278)","1087.00",,,"1102.35",,,"990.85","1,210.95"
pageindustries,"20394.25","20279.90","20000.00 (2)","20110.10 (3)","20110.10",,,"20362.40",,,"18,354.85","22,433.65","62","62"
pageindustries,"20471.80","20400.00","20215.00 (2)","0.00 (0)","20215.00",,,"20400.00",,,"18,424.65","22,518.95"
mothersonsumisystems,"124.60","125.00","123.10 (10)","123.10 (50)","123.10",,,"125.30",,,"112.15","137.05","11.15 K","18.13 K"
mothersonsumisystems,"124.80","124.80","0.00 (0)","123.25 (629)","123.25",,,"125.40",,,"112.35","137.25"
hindustanunilever,"1843.80","1845.00","1824.95 (1)","1824.95 (132)","1824.95",,,"1853.00",,,"1,659.45","2,028.15","1221","4700"
hindustanunilever,"1845.50","1843.00","0.00 (0)","1822.95 (229)","1822.95",,,"1853.25",,,"1,660.95","2,030.05"
muthootfinance,"642.70","640.50","634.65 (994)","641.70 (15)","633.50",,,"647.50",,,"578.45","706.95","2946","930"
muthootfinance,"641.75","641.00","634.15 (8)","0.00 (0)","634.15",,,"647.75",,,"577.60","705.90"
asianpaints,,,,,,,,,,,,,,
asianpaints,,,,,,,,,,,,
srf,"2923.35","2926.00","2857.20 (1)","2884.70 (179)","2884.70",,,"2941.00",,,"2,631.05","3,215.65","893","907"
srf,,,,,,,,,,,,
bharatforge,"460.35","460.50","454.05 (30)","454.70 (550)","454.70",,,"460.90",,,"414.35","506.35","4066","2469"
bharatforge,,,,,,,,,,,,
jswsteel,"274.20","273.45","268.00 (23)","271.50 (3,873)","271.50",,,"275.25",,,"246.80","301.60","3154","18.02 K"
jswsteel,"274.35","272.10","0.00 (0)","271.25 (22704)","271.25",,,"275.40",,,"246.95","301.75"
amararajabatteries,"620.50","618.75","612.50 (10)","613.65 (345)","613.65",,,"620.95",,,"558.45","682.55","3367","1185"
amararajabatteries,"619.65","617.40","0.00 (0)","612.75 (907)","612.75",,,"621.15",,,"557.70","681.60"
theramcocements,"793.75","789.75","780.00 (31)","786.80 (1)","782.80",,,"789.75",,,"714.40","873.10","2076","637"
theramcocements,"791.75","787.00","0.00 (0)","782.95 (122)","782.95",,,"791.30",,,"712.60","870.90"
tatapowercompany,"66.00","66.00","65.15 (8)","65.15 (492)","65.15",,,"66.85",,,"59.40","72.60","25.24 K","36.94 K"
tatapowercompany,"65.85","66.00","0.00 (0)","65.15 (9131)","65.15",,,"66.95",,,"59.30","72.40"
adityabirlacapital,"95.15","95.05","93.95 (25)","93.95 (15)","93.95",,,"95.40",,,"76.15","114.15","1.34 L","17.21 K"
adityabirlacapital,"95.00","95.00","0.00 (0)","94.00 (2983)","94.00",,,"95.40",,,"76.00","114.00"
natcopharma,"539.80","538.00","526.30 (40)","533.75 (1)","533.75",,,"538.00",,,"431.85","647.75","3030","846"
natcopharma,"538.60","542.00","0.00 (0)","532.95 (1871)","532.95",,,"542.00",,,"430.90","646.30"
oraclefinancialservicessoftware,,,,,,,,,,,,,,
oraclefinancialservicessoftware,"3267.25","3290.00","0.00 (0)","3232.95 (39)","3232.95",,"3225.65","3290.00","3225.65",,"2,940.55","3,593.95"
titancompany,"1293.60","1299.00","1279.20 (1)","1280.00 (4)","1280.85",,,"1299.00",,"1299.00","1,164.25","1,422.95","5742","4682"
titancompany,"1295.45","1296.05","0.00 (0)","1281.90 (1159)","1281.90",,,"1297.95",,,"1,165.95","1,424.95"
hindustanpetroleumcorporation,"309.60","309.00","305.15 (427)","305.15 (50)","305.15",,,"309.90",,,"278.65","340.55","32.08 K","6448"
hindustanpetroleumcorporation,"309.65","308.25","0.00 (0)","306.45 (5262)","306.45",,,"310.60",,,"278.70","340.60"
suntvnetwork,"530.40","527.00","519.00 (2)","521.00 (296)","522.95",,,"528.85",,,"477.40","583.40","670","1395"
suntvnetwork,"529.45","526.30","0.00 (0)","524.05 (1796)","524.05",,,"529.85",,,"476.55","582.35"
coromandelinternational,"424.90","421.05","415.00 (10)","430.00 (1)","419.60",,,"424.15",,,"339.95","509.85","4275","1114"
coromandelinternational,,,,,,,,,,,,
lichousingfinance,"542.25","541.00","532.60 (450)","536.55 (205)","536.55",,,"542.65",,,"488.05","596.45","2277","4192"
lichousingfinance,"542.10","539.10","0.00 (0)","536.60 (694)","536.60",,,"542.85",,,"487.90","596.30"
vakrangee,"40.60","40.55","40.30 (5,270)","40.30 (2,070)","40.30",,,"41.40",,,"32.50","48.70","80.71 K","69.38 K"
vakrangee,"40.55","40.50","40.15 (36385)","0.00 (0)","40.15",,,"41.45",,,"32.45","48.65"
cholamandalaminvestmentfinancecompany,"294.35","297.00","291.50 (25)","291.55 (4)","291.55",,,"300.85",,,"264.95","323.75","7421","1778"
cholamandalaminvestmentfinancecompany,"294.24","296.80","0.00 (0)","291.35 (642)","291.35",,,"301.25",,,"264.85","323.65"
v-guardindustries,"241.15","239.45","237.00 (1)","238.30 (1)","238.30",,,"240.75",,,"217.05","265.25","1133","3370"
v-guardindustries,,,,,,,,,,,,
itc,"279.85","280.70","278.20 (400)","277.95 (450)","277.95",,,"280.70",,,"251.90","307.80","25.89 K","30.31 K"
itc,"280.60","280.50","0.00 (0)","278.05 (3336)","278.05",,,"280.50",,,"252.55","308.65"
drreddyslaboratories,"2586.15","2586.00","2561.00 (10)","2563.10 (2)","2563.10",,,"2586.00",,,"2,327.55","2,844.75","1822","3957"
drreddyslaboratories,"2588.25","2582.00","0.00 (0)","2565.15 (190)","2565.15",,,"2582.00",,,"2,329.45","2,847.05"
centralbankindia,"22.95","22.95","22.65 (900)","22.80 (2,110)","22.80",,,"23.15",,,"18.40","27.50","14.58 K","7351"
centralbankindia,"22.95","23.00","0.00 (0)","22.75 (3054)","22.75",,"22.55","23.15","22.55",,"18.40","27.50"
hdfclifeinsurancecompanylimited,"451.65","454.90","449.00 (140)","450.00 (416)","447.85",,,"460.00",,,"361.35","541.95","10.06 K","14.27 K"
hdfclifeinsurancecompanylimited,"452.00","454.70","448.15 (522)","0.00 (0)","448.15",,,"459.90",,,"361.60","542.40"
petronetlng,"237.15","237.15","234.50 (5)","235.25 (200)","235.25",,,"237.60",,,"213.45","260.85","2550","3489"
petronetlng,"237.20","236.10","235.20 (65)","0.00 (0)","235.20",,,"237.55",,,"213.50","260.90"
idbibank,"36.20","36.20","35.50 (4,327)","35.80 (427)","35.90",,,"36.45",,,"32.60","39.80","29.29 K","36.97 K"
idbibank,"36.10","36.05","0.00 (0)","35.80 (27042)","35.80",,,"36.50",,,"32.50","39.70"
maxfinancialservices,"430.35","433.00","426.45 (53)","426.00 (47)","426.45",,,"433.00",,,"387.35","473.35","2145","905"
maxfinancialservices,"430.35","430.00","0.00 (0)","426.95 (50)","426.95",,,"433.75",,,"387.35","473.35"
statebankindia,"346.30","346.20","342.70 (160)","343.85 (173)","343.85",,,"346.35",,,"311.70","380.90","15.03 K","65.27 K"
statebankindia,"346.50","345.50","343.80 (48462)","0.00 (0)","343.80",,,"346.35",,,"311.85","381.15"
bajajfinance,"3542.85","3550.00","3510.00 (5)","3515.00 (3)","3519.80",,,"3566.00",,"3566.00","3,188.60","3,897.10","3919","7105"
bajajfinance,"3544.50","3553.95","0.00 (0)","3518.40 (555)","3518.40",,,"3569.80",,"3569.80","3,898.95","3,190.05"
havellsindia,"783.30","781.10","778.30 (2)","779.95 (100)","778.30",,,"783.20",,,"705.00","861.60","2926","3083"
havellsindia,"783.50","783.30","0.00 (0)","777.75 (2990)","777.75",,,"784.20",,,"705.15","861.85"
mahanagargas,"878.75","872.00","874.10 (94)","873.90 (57)","874.10",,,"888.60",,,"790.90","966.60","2796","1391"
mahanagargas,"879.65","882.30","873.25 (474)","0.00 (0)","873.25",,,"889.55",,,"791.70","967.60"
relianceindustries,"1324.30","1322.70","1316.95 (11)","1316.95 (14)","1316.95",,,"1325.10",,,"1,191.90","1,456.70","7714","20.07 K"
relianceindustries,"1327.25","1321.90","0.00 (0)","1317.55 (120)","1317.55",,,"1325.00",,,"1,194.55","1,459.95"
bataindia,"1434.55","1444.00","1420.00 (1)","1428.90 (5)","1428.90",,,"1449.50",,,"1,291.10","1,578.00","3673","1834"
bataindia,"1437.25","1437.00","0.00 (0)","1426.85 (1188)","1426.85",,,"1450.00",,,"1,293.55","1,580.95"
hindalcoindustries,"199.60","200.00","196.50 (54)","196.80 (50)","197.95",,,"200.70",,,"179.65","219.55","4766","8776"
hindalcoindustries,"199.65","198.40","0.00 (0)","198.25 (3726)","198.25",,,"200.70",,,"179.70","219.60"
bajajfinserv,"8283.65","8270.00","8200.30 (2)","8232.85 (127)","8232.85",,,"8313.00",,,"7,455.30","9,112.00","1644","493"
bajajfinserv,"8292.35","8287.00","0.00 (0)","8235.15 (210)","8235.15",,,"8315.00",,,"7,463.15","9,121.55"
britanniaindustries,"2985.95","2985.30","2950.00 (8)","2959.65 (6)","2959.65",,,"2988.80",,,"2,687.40","3,284.50","1605","962"
britanniaindustries,"2984.55","2972.00","0.00 (0)","2964.10 (336)","2964.10",,,"2986.15",,,"2,686.10","3,283.00"
federalbank,"106.70","105.60","105.20 (7,000)","105.90 (6,200)","105.90",,,"107.25",,,"96.05","117.35","15.2 K","65.56 K"
federalbank,"106.70","106.80","0.00 (0)","106.00 (12401)","106.00",,,"107.35",,,"96.05","117.35"
prestigeestatesprojects,"263.40","264.20","257.25 (200)","260.50 (8)","261.05",,,"264.25",,,"210.75","316.05","7247","1849"
prestigeestatesprojects,"263.50","260.60","0.00 (0)","261.75 (1507)","261.75",,,"265.70",,,"210.80","316.20"
heg,,,,,,,,,,,,,,
heg,"1558.05","1558.95","0.00 (0)","1547.85 (435)","1547.85",,"1535.00","1584.00","1535.00",,"1,246.45","1,869.65"
indianhotelscompany,"147.75","147.35","146.10 (35)","146.65 (1)","146.65",,,"148.00",,,"118.20","177.30","15.39 K","10.27 K"
indianhotelscompany,"147.15","148.30","0.00 (0)","146.20 (1179)","146.20",,,"148.30",,,"117.75","176.55"
alembicpharmaceuticals,"499.10","503.25","497.00 (1)","498.95 (595)","498.95",,,"510.35",,,"399.30","598.90","2708","1249"
alembicpharmaceuticals,"500.25","499.00","497.05 (1)","0.00 (0)","497.05",,,"510.40",,,"400.20","600.30"
grasimindustries,"903.90","908.00","887.20 (1)","896.00 (152)","901.35",,,"908.00",,,"813.55","994.25","2313","3452"
grasimindustries,"904.60","904.00","0.00 (0)","899.00 (673)","899.00",,,"906.60",,,"814.15","995.05"
ausmallfinancebank,"711.20","712.50","695.00 (96)","700.00 (31)","707.10",,,"716.50",,,"569.00","853.40","3585","609"
ausmallfinancebank,"710.15","712.90","0.00 (0)","705.85 (1353)","705.85",,,"716.70",,,"568.15","852.15"
indraprasthagas,"336.60","342.00","334.00 (2)","337.40 (200)","335.15",,,"343.00",,,"302.95","370.25","3050","5240"
indraprasthagas,"337.35","340.95","0.00 (0)","335.30 (102)","335.30",,,"343.00",,,"303.65","371.05"
futureretail,"460.00","467.00","452.20 (200)","459.00 (100)","456.50",,,"467.00",,,"368.00","552.00","4863","666"
futureretail,"460.15","457.00","0.00 (0)","457.40 (95)","457.40",,,"466.10",,,"368.15","552.15"
bharatpetroleumcorporation,"388.35","387.05","386.05 (4)","386.05 (20)","386.05",,,"388.50",,,"349.55","427.15","1702","5046"
